Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Dito na umano tinamaan si Salazar na malaunan ay binawian ng buhay.,Dito na umano tinamaan si Salazar na malaunan ay binawian ng buhay.,Dito na umano tinamaan si salahan na malaunan ay binawian ng buhay.,['Salazar'],"{'Salazar': ['salaan', 'salabat', 'salahan', 'salakab', 'salakat']}"
"Sa naantalang ulat na nakarating kahapon sa Camp Crame, nangyari ang insidente sa Sitio Kalubihan ng bandang alas-5:40 ng madaling-araw.","Sa naantalang ulat na nakarating kahapon sa Camp Crame, nangyari ang insidente sa Sitio Kalubihan ng bandang alas-5:40 ng madaling-araw.","Sa naantalang ulat na nakarating kahapon sa Camp crime, nangyari ang insidente sa Sitio kabutihan ng bandang alas-d:ag ng maraling-araw.","['Crame', 'Kalubihan', '5', '40']","{'Crame': ['came', 'crane', 'crime', 'frame', 'arabe'], 'Kalubihan': ['kalugihan', 'alupihan', 'kabutihan', 'kahulihan', 'kaimbihan'], '5': ['b', 'c', 'd', 'e', 'f'], '40': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Sa Talk to the People ni Pangulong Duterte na ganap nang nabakunahan ng bansa ang 76.70%.,Sa Talk to the People ni Pangulong Duterte na ganap nang nabakunahan ng bansa ang 76.70%.,Sa Talk to the People ni Pangulong suwerte na ganap nang nabakunahan ng bansa ang ag.ag%.,"['Duterte', '76', '70']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], '76': ['ab', 'ad', 'ag', 'ah', 'ak'], '70': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Itinanggi naman ng suspect ang paratang at sinabing nagbibiro lang siya nang magpakilalang ama ng biktima.,Itinanggi naman ng suspect ang paratang at sinabing nagbibiro lang siya nang magpakilalang ama ng biktima.,Itinanggi naman ng suspect ang paratang at sinabing nagbibiro lang siya nang magpakilalang ama ng biktima.,[],{}
Minsan hindi mo inaasahan kung saan darating ang isang pagkakataon.,Minsan hindi mo inaasahan kung saan darating ang isang pagkakataon.,Minsan hindi mo inaasahan kung saan darating ang isang pagkakataon.,[],{}
Isa ang alitan sa pamilya sa mga sinisilip na anggulo sa nasabing krimen habang hindi naman isinasantabi ang iba pang motibo.,Isa ang alitan sa pamilya sa mga sinisilip na anggulo sa nasabing krimen habang hindi naman isinasantabi ang iba pang motibo.,Isa ang alitan sa pamilya sa mga sinisilip na anggulo sa nasabing krimen habang hindi naman isinasantabi ang iba pang motibo.,[],{}
"Kuwento ng mga nakatira sa lugar, ilang araw nang walang takip ang manhole na nilagyan lang ng harang.","Kuwento ng mga nakatira sa lugar, ilang araw nang walang takip ang manhole na nilagyan lang ng harang.","Kuwento ng mga nakatira sa lugar, ilang araw nang walang takip ang manhole na nilagyan lang ng harang.",[],{}
"Hinanakit ng isang vendor, kabibili lang niya ng kaniyang mga paninda na kinuha ng raiding team.","Hinanakit ng isang vendor, kabibili lang niya ng kaniyang mga paninda na kinuha ng raiding team.","Hinanakit ng isang vendor, bibili lang niya ng kaniyang mga paninda na kinuha ng raiding team.",['kabibili'],"{'kabibili': ['mabibili', 'nabibili', 'bibili', 'ibibili', 'kabibi']}"
Bukod sa tatlong i-phone ay Halos isang bilyon ang halaga nang nawala kay Ronnie at kasintahang si Loisa Andalio.,Bukod sa tatlong i-phone ay Halos isang bilyon ang halaga nang nawala kay Ronnie at kasintahang si Loisa Andalio.,Bukod sa tatlong i-phone ay Halos isang bilyon ang halaga nang nawala kay anniv at kasintahang si baisa aaalis.,"['Ronnie', 'Loisa', 'Andalio']","{'Ronnie': ['brownie', 'rookie', 'anniv', 'bone', 'bonete'], 'Loisa': ['lisa', 'losa', 'baisa', 'bisa', 'bolsa'], 'Andalio': ['andamyo', 'sandali', 'aaalis', 'aali', 'aalik']}"
"Una nang itinaas ng DFA ang Alert Level 4 sa Ukraine, dahilan para iutos ang sapilitang pagpapaalis ng mga manggagawang Pilipino sa naturang bansa.","Una nang itinaas ng DFA ang Alert Level 4 sa Ukraine, dahilan para iutos ang sapilitang pagpapaalis ng mga manggagawang Pilipino sa naturang bansa.","Una nang itinaas ng ifa ang Alert Level d sa urine, dahilan para iutos ang sapilitang pagpapaalis ng mga manggagawang Pilipino sa naturang bansa.","['DFA', '4', 'Ukraine']","{'DFA': ['da', 'dfp', 'ifa', 'aba', 'ada'], '4': ['b', 'c', 'd', 'e', 'f'], 'Ukraine': ['ukain', 'ukaing', 'urine', 'airline', 'akmain']}"
Patuloy naman umano ang monitoring at oberbasyon dito upang mabatid kung makakategorya ito na panibagong ‘sub-variant’ ng Omicron o panibagong variant ng COVID-19.,Patuloy naman umano ang monitoring at oberbasyon dito upang mabatid kung makakategorya ito na panibagong ‘sub-variant’ ng Omicron o panibagong variant ng COVID-19.,Patuloy naman umano ang monitoring at oberbasyon dito upang mabatid kung makakategorya ito na panibagong ‘sub-variant’ ng Omicron o panibagong variant ng COVID-ag.,['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Lumabas 'yung babae, 'yung special child.","Lumabas 'yung babae, 'yung special child.","Lumabas 'yung babae, 'yung special child.",[],{}
"Sabi ng aming impormante, Ganun siya kayabang!","Sabi ng aming impormante, Ganun siya kayabang!","Sabi ng aming impormante, Ganun siya kahabang!",['kayabang'],"{'kayabang': ['kaabang', 'kababang', 'kahabang', 'kalabang', 'karabang']}"
"Pero kahit walang ligawan na nangyari, sinabi ni Carmina na humingi siya ng ""signs"" kung si Zoren na nga ba ang para sa kaniya.","Pero kahit walang ligawan na nangyari, sinabi ni Carmina na humingi siya ng ""signs"" kung si Zoren na nga ba ang para sa kaniya.","Pero kahit walang ligawan na nangyari, sinabi ni arming na humingi siya ng ""signs"" kung si corn na nga ba ang para sa kaniya.","['Carmina', 'Zoren']","{'Carmina': ['amina', 'arina', 'arming', 'carbine', 'caring'], 'Zoren': ['born', 'core', 'corn', 'forex', 'holen']}"
“Sino ba namang hindi dumaan sa pagsubok nitong pandemya na ito?,“Sino ba namang hindi dumaan sa pagsubok nitong pandemya na ito?,“Sino ba namang hindi dumaan sa pagsubok nitong pandemya na ito?,[],{}
"Upang mapataas ang tsansa na makamit ang “strong finish” sa kampanya laban sa iligal na droga, binigyang-diin ni Sermonia na tututukan ng PNP Directorate for Operations (DO) ang pagpapalakas sa mga polisiya gayundin ang pagbuhay sa mga programa at aktibidad na napatunayan nang epektibo sa paglaban sa iligal na droga.","Upang mapataas ang tsansa na makamit ang “strong finish” sa kampanya laban sa iligal na droga, binigyang-diin ni Sermonia na tututukan ng PNP Directorate for Operations (DO) ang pagpapalakas sa mga polisiya gayundin ang pagbuhay sa mga programa at aktibidad na napatunayan nang epektibo sa paglaban sa iligal na droga.","Upang mapataas ang tsansa na makamit ang “strong finish” sa kampanya laban sa iligal na droga, binigyang-diin ni sermon na tututukan ng pdp Directorate for Operations (DO) ang pagpapalakas sa mga polisiya gayundin ang pagbuhay sa mga programa at aktibidad na napatunayan nang epektibo sa paglaban sa iligal na droga.","['Sermonia', 'PNP']","{'Sermonia': ['armonia', 'seremonya', 'sermon', 'sermong', 'simonia'], 'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png']}"
"Ikinukuwento pa ng source ni Nay Cristy, na kapag dumarating daw si Aljur at magluluto ng pagkain yung kanilang kasambahay, sasabihin diumano ni Kylie, Huwag ka nang magluto, hayaan mo siyang magutom.","Ikinukuwento pa ng source ni Nay Cristy, na kapag dumarating daw si Aljur at magluluto ng pagkain yung kanilang kasambahay, sasabihin diumano ni Kylie, Huwag ka nang magluto, hayaan mo siyang magutom.","Ikinukuwento pa ng source ni Nay city, na kapag dumarating daw si alter at magluluto ng pagkain yung kanilang kasambahay, sasabihin diumano ni kalit, Huwag ka nang magluto, hayaan mo siyang magutom.","['Cristy', 'Aljur', 'Kylie']","{'Cristy': ['crispy', 'brity', 'city', 'crises', 'crisis'], 'Aljur': ['album', 'altar', 'alter', 'alun', 'flour'], 'Kylie': ['kali', 'kalis', 'kalit', 'kalive', 'kalye']}"
"Gusto raw niyang gawin iyon habang hindi pa naman siya talaga naglalalabas ng bahay, pero may sinabi na siya na in a few more days may ia-announce na siyang gagawin niyang project at ang ginamit pa niyang salita ay “mayroon na akong makaka-collab”.","Gusto raw niyang gawin iyon habang hindi pa naman siya talaga naglalalabas ng bahay, pero may sinabi na siya na in a few more days may ia-announce na siyang gagawin niyang project at ang ginamit pa niyang salita ay “mayroon na akong makaka-collab”.","Gusto raw niyang gawin iyon habang hindi pa naman siya talaga nagpapalabas ng bahay, pero may sinabi na siya na in ag few more days may ia-announce na siyang gagawin niyang project at ang ginamit pa niyang salita ay “mayroon na akong makaka-collab”.","['naglalalabas', 'a']","{'naglalalabas': ['naglalabas', 'naglalalakbay', 'nagpapalabas', 'naipalalabas', 'nakalalabas'], 'a': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Mali rin ang palagay ng kanilang damage controller na makalipas ang isang taon ay hindi na magiging issue kung aminin na nila ni Julia ang relasyon nila.,Mali rin ang palagay ng kanilang damage controller na makalipas ang isang taon ay hindi na magiging issue kung aminin na nila ni Julia ang relasyon nila.,Mali rin ang palagay ng kanilang damage controller na makalipas ang isang taon ay hindi na magiging issue kung aminin na nila ni buli ang relasyon nila.,['Julia'],"{'Julia': ['buhia', 'bula', 'buli', 'bulid', 'bulig']}"
Ito ang mariing sinabi ni Lakas-CMD vice presidential candidate at Davao City Mayor Sara Duterte sa kaniyang ka-tandem na si presidential frontrunner Ferdinand “Bongbong” Marcos Jr.,Ito ang mariing sinabi ni Lakas-CMD vice presidential candidate at Davao City Mayor Sara Duterte sa kaniyang ka-tandem na si presidential frontrunner Ferdinand “Bongbong” Marcos Jr.,Ito ang mariing sinabi ni Lakas-acid vice presidential candidate at daan City Mayor Sara suwerte sa kaniyang ka-tandem na si presidential frontrunner Ferdinand “Bongbong” Marcos Jr.,"['CMD', 'Davao', 'Duterte']","{'CMD': ['amd', 'cms', 'acid', 'ad', 'add'], 'Davao': ['avai', 'cavan', 'daan', 'dabaw', 'dadag'], 'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete']}"
"Malaki ang tiwala ko na mai-execute niya nang maayos ang mga sensitibong eksena namin,” paliwanag niya.","Malaki ang tiwala ko na mai-execute niya nang maayos ang mga sensitibong eksena namin,” paliwanag niya.","Malaki ang tiwala ko na mai-execute niya nang maayos ang mga sensitibong eksena namin,” paliwanag niya.",[],{}
Sinabi ni Duterte na puwedeng ipagamit ang mga hotel at motels sa gitna nang kakulangan sa pasilidad dahil sa patuloy na pagtaas ng bilang ng may COVID-19.,Sinabi ni Duterte na puwedeng ipagamit ang mga hotel at motels sa gitna nang kakulangan sa pasilidad dahil sa patuloy na pagtaas ng bilang ng may COVID-19.,Sinabi ni suwerte na puwedeng ipagamit ang mga hotel at motels sa gitna nang kakulangan sa pasilidad dahil sa patuloy na pagtaas ng bilang ng may COVID-ag.,"['Duterte', '19']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Matatandaang noong nakaraang linggo, isa ang nasaktan sa pagpapasabog sa loob ng isang bus sa Koronadal City.","Matatandaang noong nakaraang linggo, isa ang nasaktan sa pagpapasabog sa loob ng isang bus sa Koronadal City.","Matatandaang noong nakaraang linggo, isa ang nasaktan sa pagpapasabog sa loob ng isang bus sa kolonyal City.",['Koronadal'],"{'Koronadal': ['koronahan', 'karnabal', 'kolonyal', 'korona', 'koronahang']}"
"Kinilala ang nasawi na si Andrei John Almazan, habang ang sugatang backrider ay si Roswell Gepte, 21; kapwa ng Brgy.","Kinilala ang nasawi na si Andrei John Almazan, habang ang sugatang backrider ay si Roswell Gepte, 21; kapwa ng Brgy.","Kinilala ang nasawi na si anarki John alaman, habang ang sugatang backrider ay si bowel este, ag; kapwa ng Brgy.","['Andrei', 'Almazan', 'Roswell', 'Gepte', '21']","{'Andrei': ['andres', 'adres', 'anarki', 'anden', 'android'], 'Almazan': ['almahan', 'alakan', 'alaman', 'alapan', 'alatan'], 'Roswell': ['powell', 'aswela', 'bowel', 'gospel', 'hostels'], 'Gepte': ['bente', 'depth', 'este', 'gate', 'gene'], '21': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Milyong halaga ng mga commodities ang nasa mga bodega ng DOH central office at handang ipakalat anumang oras kapag kinakailangan ng isang lugar.,Milyong halaga ng mga commodities ang nasa mga bodega ng DOH central office at handang ipakalat anumang oras kapag kinakailangan ng isang lugar.,Milyong halaga ng mga commodities ang nasa mga bodega ng DOH central office at handang ipakalat anumang oras kapag kinakailangan ng isang lugar.,[],{}
"Dead-on-the-spot ang biktimang si Nelon Manalo, 52, magsasaka habang nadakip naman ng mga awtoridad ang suspek at misis nitong si Imelda, 51, kapwa residente ng Purok uno, Brgy.","Dead-on-the-spot ang biktimang si Nelon Manalo, 52, magsasaka habang nadakip naman ng mga awtoridad ang suspek at misis nitong si Imelda, 51, kapwa residente ng Purok uno, Brgy.","Dead-on-the-spot ang biktimang si neon Manalo, ag, magsasaka habang dinarakip naman ng mga awtoridad ang suspek at misis nitong si Imelda, ag, kapwa residente ng Purok uno, Brgy.","['Nelon', '52', 'narakip', '51']","{'Nelon': ['felon', 'melon', 'neon', 'nylon', 'telon'], '52': ['ab', 'ad', 'ag', 'ah', 'ak'], 'narakip': ['nadakip', 'dadakip', 'dinarakip', 'kalakip', 'madakip'], '51': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Noong Enero na naniniwala siyang gumagana ang judicial system ng bansa.,Noong Enero na naniniwala siyang gumagana ang judicial system ng bansa.,Noong Enero na naniniwala siyang gumagana ang judicial system ng bansa.,[],{}
Isa sa hindi makakalimutan sa Siargao ay ang teardrop-shaped island na kilala bilang best surfing island dahil mababait daw ang alon at nakikipaglaro sa mga surfers.,Isa sa hindi makakalimutan sa Siargao ay ang teardrop-shaped island na kilala bilang best surfing island dahil mababait daw ang alon at nakikipaglaro sa mga surfers.,Isa sa hindi makakalimutan sa diarea ay ang terror-shared island na kilala bilang best surfing island dahil mababait daw ang alon at nakikipaglaro sa mga nursers.,"['Siargao', 'teardrop', 'shaped', 'surfers']","{'Siargao': ['bargas', 'cargo', 'diarea', 'diario', 'iangat'], 'teardrop': ['airdrop', 'teatro', 'terror', 'aararo', 'airdrops'], 'shaped': ['shaded', 'shape', 'shared', 'chapel', 'hyped'], 'surfers': ['curfews', 'murders', 'nursers', 'servers', 'suffer']}"
Ang Noralyn na may make-up ang nakikita at nagugustuhan ng mga lalaking nakilala niya sa social media.,Ang Noralyn na may make-up ang nakikita at nagugustuhan ng mga lalaking nakilala niya sa social media.,Ang anomalya na may make-up ang nakikita at nagugustuhan ng mga lalaking nakilala niya sa social media.,['Noralyn'],"{'Noralyn': ['aaralan', 'aaralin', 'anomalya', 'aralan', 'aralin']}"
"Bago makipag-usap sa mga mamamahayag, pinangunahan ni Pangulong Marcos ang groundbreaking ng anim na proyektong pabahay sa Bulacan, na maaaring makabuo ng hanggang 30,000 shelter units.","Bago makipag-usap sa mga mamamahayag, pinangunahan ni Pangulong Marcos ang groundbreaking ng anim na proyektong pabahay sa Bulacan, na maaaring makabuo ng hanggang 30,000 shelter units.","Bago makipag-usap sa mga mamamahayag, pinangunahan ni Pangulong Marcos ang groundbreaking ng anim na proyektong pabahay sa Bulacan, na maaaring makabuo ng hanggang ag,aam shelter units.","['30', '000']","{'30': ['ab', 'ad', 'ag', 'ah', 'ak'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
"Dahil sa gitna ng tubig nangyari ang lindol, mabababa lang ang ""instrumental intensities"" naitala sa mga sumusunod na lugar.","Dahil sa gitna ng tubig nangyari ang lindol, mabababa lang ang ""instrumental intensities"" naitala sa mga sumusunod na lugar.","Dahil sa gitna ng tubig nangyari ang lindol, mabababa lang ang ""instrumental intensities"" naitala sa mga sumusunod na lugar.",[],{}
Nauna nang binanggit ni Duterte sa kanyang regular na ‘Talk to the People’ na hindi niya aatrasan ang China kahit buhay pa niya ang maging kapalit sa kabila ng napakalaki umano nating utang na loob sa China dahil sa mga donasyong bakuna sa bansa.,Nauna nang binanggit ni Duterte sa kanyang regular na ‘Talk to the People’ na hindi niya aatrasan ang China kahit buhay pa niya ang maging kapalit sa kabila ng napakalaki umano nating utang na loob sa China dahil sa mga donasyong bakuna sa bansa.,Nauna nang binanggit ni suwerte sa kanyang regular na ‘Talk to the People’ na hindi niya aatrasan ang China kahit buhay pa niya ang maging kapalit sa kabila ng napakalaki umano nating utang na loob sa China dahil sa mga donasyong bakuna sa bansa.,['Duterte'],"{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete']}"
Nakikita naman daw sa suot niya kung sino raw ang dapat iboto.,Nakikita naman daw sa suot niya kung sino raw ang dapat iboto.,Nakikita naman daw sa suot niya kung sino raw ang dapat iboto.,[],{}
Si Rubilen nga ang script consultant ng nasabing sports drama series habang si Johann naman ang naging coach ni Kylie.,Si Rubilen nga ang script consultant ng nasabing sports drama series habang si Johann naman ang naging coach ni Kylie.,Si bilin nga ang script consultant ng nasabing sports drama series habang si ann naman ang naging coach ni kalit.,"['Rubilen', 'Johann', 'Kylie']","{'Rubilen': ['rubies', 'ambilan', 'bilin', 'bubble', 'bubbles'], 'Johann': ['john', 'ahan', 'ann', 'bahaan', 'bahain'], 'Kylie': ['kali', 'kalis', 'kalit', 'kalive', 'kalye']}"
Pero mas mabuti rin aniya kung may karanasan lalo na sa pag-i-interview o mga naging ahente.,Pero mas mabuti rin aniya kung may karanasan lalo na sa pag-i-interview o mga naging ahente.,Pero mas mabuti rin aniya kung may karanasan lalo na sa pag-i-interview o mga naging ahente.,[],{}
Sigurado ako na-miss ng mga tao si Julia.,Sigurado ako na-miss ng mga tao si Julia.,Sigurado ako na-miss ng mga tao si buli.,['Julia'],"{'Julia': ['buhia', 'bula', 'buli', 'bulid', 'bulig']}"
Kabilang nga sila ni Pasig Mayor Vico Sotto sa mga bagong dagdag na nag-positive sa covid.,Kabilang nga sila ni Pasig Mayor Vico Sotto sa mga bagong dagdag na nag-positive sa covid.,Kabilang nga sila ni Pasig Mayor bicol boto sa mga bagong dagdag na nag-positive sa covid.,"['Vico', 'Sotto']","{'Vico': ['vice', 'bibo', 'bicol', 'bigo', 'biko'], 'Sotto': ['lotto', 'motto', 'boto', 'bottom', 'ditto']}"
"Hawak ang 3-2 lead, lalabanan ng Tropang Giga ang Gin Kings ngayong alas-5:45 ng hapon sa Game Six ng 2023 PBA Governors Cup Finals sa Smart Araneta Coliseum.","Hawak ang 3-2 lead, lalabanan ng Tropang Giga ang Gin Kings ngayong alas-5:45 ng hapon sa Game Six ng 2023 PBA Governors Cup Finals sa Smart Araneta Coliseum.","Hawak ang d-d lead, lalabanan ng Tropang gaga ang Gin rings ngayong alas-d:ag ng hapon sa Game Six ng aaba iba Governors Cup Finals sa Smart planeta koliseo.","['3', '2', 'Giga', 'Kings', '5', '45', '2023', 'PBA', 'Araneta', 'Coliseum']","{'3': ['b', 'c', 'd', 'e', 'f'], '2': ['b', 'c', 'd', 'e', 'f'], 'Giga': ['biga', 'diga', 'gaga', 'gia', 'giba'], 'Kings': ['king', 'kinis', 'rings', 'wings', 'aing'], '5': ['b', 'c', 'd', 'e', 'f'], '45': ['ab', 'ad', 'ag', 'ah', 'ak'], '2023': ['p25', 'p3', 'aaba', 'aag', 'aako'], 'PBA': ['aba', 'ba', 'iba', 'pa', 'paa'], 'Araneta': ['aanta', 'aranya', 'planeta', 'pranela', 'raketa'], 'Coliseum': ['coliform', 'colorum', 'koliseo', 'bolista', 'bolyum']}"
"Naniningil umano ang mga suspek ng P2,500 membership fee at maaari nang makabili ng lote mula 100 hanggang 300 square meters sa presyong P350-P500 kada sqm.","Naniningil umano ang mga suspek ng P2,500 membership fee at maaari nang makabili ng lote mula 100 hanggang 300 square meters sa presyong P350-P500 kada sqm.","Naniningil umano ang mga suspek ng p3,aam membership fee at maaari nang makabili ng lote mula aam hanggang aam square meters sa presyong p57-p25 kara sqm.","['P2', '500', '100', '300', 'P350', 'P500']","{'P2': ['p', 'p25', 'p3', 'pa', 'pg'], '500': ['aag', 'aal', 'aam', 'aat', 'aaw'], '100': ['aag', 'aal', 'aam', 'aat', 'aaw'], '300': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'P350': ['p25', 'p3', 'p57', 'p75', 'p'], 'P500': ['p57', 'p', 'p25', 'p3', 'p75']}"
Talagang apat na lalaki ang nagpasasa sa katawan niya.,Talagang apat na lalaki ang nagpasasa sa katawan niya.,Talagang apat na lalaki ang nagpasasa sa katawan niya.,[],{}
"Sinabi rin mismo ni Willie na usually, ang renewal ng kontrata ay inihahanda na tatlong buwan bago mag-expire.","Sinabi rin mismo ni Willie na usually, ang renewal ng kontrata ay inihahanda na tatlong buwan bago mag-expire.","Sinabi rin mismo ni will na usually, ang renewal ng kontrata ay inihahanda na tatlong buwan bago mag-expire.",['Willie'],"{'Willie': ['wildlife', 'wili', 'will', 'willing', 'airline']}"
"Sinabi ni Salceda na bagamat hindi gaanong nabugbog ng ‘inflation’ ang Pilipinas nitong nakaraan gaya ng ibang bansa, ang kasiraang nagawa nito ay magpapatuloy at inaasahang aabot sa 5% kada buwan ngayong dekada, na higit na mataas sa 3% sa nakaraang 10 taon.","Sinabi ni Salceda na bagamat hindi gaanong nabugbog ng ‘inflation’ ang Pilipinas nitong nakaraan gaya ng ibang bansa, ang kasiraang nagawa nito ay magpapatuloy at inaasahang aabot sa 5% kada buwan ngayong dekada, na higit na mataas sa 3% sa nakaraang 10 taon.","Sinabi ni amyeda na bagamat hindi gaanong nabugbog ng ‘inflation’ ang Pilipinas nitong nakaraan gaya ng ibang bansa, ang kasiraang nagawa nito ay magpapatuloy at inaasahang aabot sa d% kara buwan ngayong dekada, na higit na mataas sa d% sa nakaraang ag taon.","['Salceda', '5', '3', '10']","{'Salceda': ['salida', 'salted', 'amyeda', 'balada', 'balda'], '5': ['b', 'c', 'd', 'e', 'f'], '3': ['b', 'c', 'd', 'e', 'f'], '10': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Inaasahan din na makakausap ni Marcos sa Amerika ang ibang lider ng ibat ibang bansa, mga negosyante at potential investors sa economic briefings sa New York.","Inaasahan din na makakausap ni Marcos sa Amerika ang ibang lider ng ibat ibang bansa, mga negosyante at potential investors sa economic briefings sa New York.","Inaasahan din na makakausap ni Marcos sa anemika ang ibang lider ng ibat ibang bansa, mga negosyante at potential investors sa economic brieing sa New yor.","['Amerika', 'briefings', 'York']","{'Amerika': ['aberia', 'amerikana', 'anemika', 'aamerikana', 'abenida'], 'briefings': ['briefing', 'brieifing', 'brieing', 'billings', 'breeding'], 'York': ['pork', 'work', 'yor', 'book', 'born']}"
Maria at Joshua Garcia nang mapanood ang teaser ng Unbreak My Heart.,Maria at Joshua Garcia nang mapanood ang teaser ng Unbreak My Heart.,maia at john garapa nang mapanood ang teaser ng bread My Heart.,"['Maria', 'Joshua', 'Garcia', 'Unbreak']","{'Maria': ['aria', 'mafia', 'maia', 'mara', 'mari'], 'Joshua': ['bosa', 'dosena', 'john', 'joma', 'jowa'], 'Garcia': ['aria', 'gara', 'garapa', 'garil', 'garsa'], 'Unbreak': ['break', 'outbreak', 'bread', 'breaks', 'breat']}"
"Aniya pa, Talagang gagawin ko yung best ko para kahit paano, mainaintindi sa audience kung bakit may ganoong klaseng tao, kung bakit napupunta siya sa ganoong sitwasyon, kung bakit ka nagmamahal ng dalawang babae.","Aniya pa, Talagang gagawin ko yung best ko para kahit paano, mainaintindi sa audience kung bakit may ganoong klaseng tao, kung bakit napupunta siya sa ganoong sitwasyon, kung bakit ka nagmamahal ng dalawang babae.","Aniya pa, Talagang gagawin ko yung best ko para kahit paano, inintindi sa audience kung bakit may ganoong klaseng tao, kung bakit napupunta siya sa ganoong sitwasyon, kung bakit ka nagmamahal ng dalawang babae.",['mainaintindi'],"{'mainaintindi': ['makaintindi', 'iniintindi', 'inintindi', 'minantini', 'pagkaintindi']}"
"Sinabi rin ni Lacson na pabor siya sa pagsusulong ng mga repormang politikal na magbabalik sa two-party system sa Pilipinas sa halip na ang kasalukuyang multi-party set up, at pananatilihin din niya ang presidential form ng pamahalaan.","Sinabi rin ni Lacson na pabor siya sa pagsusulong ng mga repormang politikal na magbabalik sa two-party system sa Pilipinas sa halip na ang kasalukuyang multi-party set up, at pananatilihin din niya ang presidential form ng pamahalaan.","Sinabi rin ni ason na pabor siya sa pagsusulong ng mga repormang politikal na magbabalik sa two-party system sa Pilipinas sa halip na ang kasalukuyang multi-party set up, at pananatilihin din niya ang presidential form ng pamahalaan.",['Lacson'],"{'Lacson': ['lason', 'arson', 'ason', 'kalson', 'labon']}"
"Marami pa kaming dapat ihanda para sa kinabukasan, sabi ni Barbie Forteza nang matanong kung may balak na ba siyang mag-asawa.","Marami pa kaming dapat ihanda para sa kinabukasan, sabi ni Barbie Forteza nang matanong kung may balak na ba siyang mag-asawa.","Marami pa kaming dapat ihanda para sa kinabukasan, sabi ni Barbie force nang matanong kung may balak na ba siyang mag-asawa.",['Forteza'],"{'Forteza': ['kortesa', 'portera', 'force', 'forced', 'forces']}"
"Hanggang sa huli ay walang inendorsong kandidato sa pagka-presidente si Duterte na bababa sa puwesto sa Hunyo 30, 2022.","Hanggang sa huli ay walang inendorsong kandidato sa pagka-presidente si Duterte na bababa sa puwesto sa Hunyo 30, 2022.","Hanggang sa huli ay walang inendorsong kandidato sa pagka-presidente si suwerte na bababa sa puwesto sa Hunyo ag, aag.","['Duterte', '30', '2022']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
"Katuwang ni Eala si Russian Oksana Selekhmeteva sa pagkakataong ito kung saan naitakas ng dalawa ang pahirapang 7-6 (7), 7-6 (5) panalo laban kina Croatian Petra Marcinko at Hungarian Natalia Szbanin sa quarterfinals.","Katuwang ni Eala si Russian Oksana Selekhmeteva sa pagkakataong ito kung saan naitakas ng dalawa ang pahirapang 7-6 (7), 7-6 (5) panalo laban kina Croatian Petra Marcinko at Hungarian Natalia Szbanin sa quarterfinals.","Katuwang ni bala si assign eksena rerekomenda sa pagkakataong ito kung saan naitakas ng dalawa ang pahirapang d-d (d), d-d (d) panalo laban kina chalian petsa artiko at hagaran batalya sabayin sa quarterfinals.","['Eala', 'Russian', 'Oksana', 'Selekhmeteva', '7', '6', '7', '7', '6', '5', 'Croatian', 'Petra', 'Marcinko', 'Hungarian', 'Natalia', 'Szbanin']","{'Eala': ['aala', 'ala', 'bala', 'dala', 'gala'], 'Russian': ['susian', 'sususian', 'assign', 'buksan', 'busaan'], 'Oksana': ['aksaya', 'asana', 'eksena', 'ikana', 'kana'], 'Selekhmeteva': ['helehele', 'heleheleng', 'rerekomenda', 'sekreta', 'selected'], '7': ['b', 'c', 'd', 'e', 'f'], '6': ['b', 'c', 'd', 'e', 'f'], '5': ['b', 'c', 'd', 'e', 'f'], 'Croatian': ['creation', 'batian', 'chalian', 'citation', 'coronation'], 'Petra': ['letra', 'pera', 'petsa', 'beta', 'eentra'], 'Marcinko': ['marino', 'marisko', 'artiko', 'karinyo', 'maghinto'], 'Hungarian': ['hangarin', 'dungawin', 'hagaran', 'hagarin', 'hangaan'], 'Natalia': ['natali', 'natalian', 'batalya', 'katala', 'katalik'], 'Szbanin': ['sabarin', 'sabatin', 'sabayin', 'sabunin', 'sibakin']}"
