Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Ka ya sa nagmamahalan walang tama o mali,Kaya sa nagmamahalan walang tama o mali,Ka sa nagmamahalan tama,[],"[{'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [2.2, 3.4000000000000004]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'KEEP_NNC_NNC', 'DELETE_NNC', 'KEEP_NNC_NNC'], 'distances': [2.2, 2.4, 3.4000000000000004, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_VBN_CCP', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'VBTR', 'suggestions': ['KEEP_VBTR_VBTR', 'KEEP_VBTR_VBTR', 'SUBSTITUTE_VBTR_JJD', 'KEEP_VBTR_VBTR', 'KEEP_VBTR_VBTR'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'VBN_CCP', 'suggestions': ['DELETE_VBN_CCP', 'DELETE_VBN_CCP', 'SUBSTITUTE_VBN_CCP_CCT', 'DELETE_VBN_CCP', 'DELETE_VBN_CCP'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'JJD', 'suggestions': ['KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'DELETE_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT'], 'distances': [2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'JJD', 'suggestions': ['DELETE_JJD', 'DELETE_JJD'], 'distances': [3.2, 3.5999999999999996]}]"
Pero kahit matatapos na ang “Anak ni Waray vs,Pero kahit matatapos na ang “Anak ni Waray vs,Pero matatapos na Anak,[],"[{'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [2.2, 3.4000000000000004]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT'], 'distances': [2.2, 2.4, 3.4000000000000004, 3.5999999999999996]}, {'token': 'VBTF', 'suggestions': ['KEEP_VBTF_VBTF', 'KEEP_VBTF_VBTF', 'SUBSTITUTE_VBTF_NNC', 'KEEP_VBTF_VBTF', 'KEEP_VBTF_VBTF', 'DELETE_VBTF'], 'distances': [2.2, 2.4, 3.4000000000000004, 3.4000000000000004, 3.5999999999999996, 3.4000000000000004]}, {'token': 'CCP', 'suggestions': ['KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP'], 'distances': [2.2, 2.4, 3.4000000000000004, 2.4, 3.4000000000000004, 3.5999999999999996, 3.4000000000000004]}, {'token': 'DTC', 'suggestions': ['DELETE_DTC', 'DELETE_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_DTP', 'DELETE_DTC', 'DELETE_DTC', 'SUBSTITUTE_DTC_DTP'], 'distances': [2.2, 2.4, 3.4000000000000004, 2.4, 3.4000000000000004, 3.5999999999999996, 3.4000000000000004]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP'], 'distances': [2.2, 2.4, 3.4000000000000004, 2.4, 3.4000000000000004, 3.5999999999999996, 3.4000000000000004]}, {'token': 'DTP', 'suggestions': ['DELETE_DTP', 'DELETE_DTP', 'SUBSTITUTE_DTP_NNCA', 'DELETE_DTP', 'DELETE_DTP', 'SUBSTITUTE_DTP_NNCA'], 'distances': [2.4, 3.4000000000000004, 2.4, 3.4000000000000004, 3.5999999999999996, 3.4000000000000004]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'DELETE_NNP', 'DELETE_NNP', 'DELETE_NNP'], 'distances': [3.4000000000000004, 2.4, 3.5999999999999996, 3.4000000000000004]}, {'token': 'NNCA', 'suggestions': ['DELETE_NNCA', 'DELETE_NNCA'], 'distances': [2.4, 3.4000000000000004]}]"
Marami silang fans na iboboto rin ang sinusuportahan nila,Marami silang fans na iboboto rin ang sinusuportahan nila,kasali na inani na iboboto,[],"[{'token': 'PRI', 'suggestions': ['SUBSTITUTE_PRI_CCB', 'SUBSTITUTE_PRI_CCP'], 'distances': [4.6000000000000005, 3]}, {'token': 'PRP_CCP', 'suggestions': ['DELETE_PRP_CCP', 'SUBSTITUTE_PRP_CCP_CCP', 'SUBSTITUTE_PRP_CCP_VBTS', 'SUBSTITUTE_PRP_CCP_CCP'], 'distances': [4.6000000000000005, 2, 3, 3.2]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'SUBSTITUTE_FW_VBTS', 'DELETE_FW', 'SUBSTITUTE_FW_RBI', 'SUBSTITUTE_FW_VBTS', 'DELETE_FW'], 'distances': [4.6000000000000005, 2, 2.2, 3, 3.2, 3.4000000000000004]}, {'token': 'CCP', 'suggestions': ['KEEP_CCP_CCP', 'SUBSTITUTE_CCP_RBI', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'SUBSTITUTE_CCP_DTC', 'SUBSTITUTE_CCP_RBI', 'KEEP_CCP_CCP'], 'distances': [4.6000000000000005, 2, 2.2, 2.4, 3, 3.2, 3.4000000000000004]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_DTC', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'DELETE_VBTS', 'SUBSTITUTE_VBTS_DTC', 'KEEP_VBTS_VBTS'], 'distances': [4.6000000000000005, 2, 2.2, 2.4, 3, 3.2, 3.4000000000000004]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'DELETE_RBI', 'DELETE_RBI', 'KEEP_RBI_RBI'], 'distances': [4.6000000000000005, 2, 2.2, 2.4, 3, 3.2, 3.4000000000000004]}, {'token': 'DTC', 'suggestions': ['DELETE_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC', 'DELETE_DTC', 'KEEP_DTC_DTC'], 'distances': [2, 2.2, 2.4, 3, 3.2, 3.4000000000000004]}, {'token': 'VBTR', 'suggestions': ['DELETE_VBTR', 'DELETE_VBTR', 'DELETE_VBTR', 'DELETE_VBTR'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004]}, {'token': 'PRP', 'suggestions': ['DELETE_PRP', 'DELETE_PRP'], 'distances': [2.4, 3.4000000000000004]}]"
Medyo mahirap lang ang KALAGAYAN ni Sen,Medyo mahirap lang ang kalagayan ni Sen,ay mahirap lang ang,[],"[{'token': 'JJCC', 'suggestions': ['SUBSTITUTE_JJCC_LM', 'SUBSTITUTE_JJCC_LM', 'DELETE_JJCC'], 'distances': [3.4000000000000004, 4.6000000000000005, 3.4000000000000004]}, {'token': 'JJD', 'suggestions': ['KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 2.4, 3.4000000000000004]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI'], 'distances': [3.4000000000000004, 3.4000000000000004, 2.2, 4.6000000000000005, 2.4, 3.4000000000000004]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_DTP', 'SUBSTITUTE_DTC_DTP'], 'distances': [3.4000000000000004, 3.4000000000000004, 2.2, 4.6000000000000005, 2.4, 3.4000000000000004]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP', 'KEEP_NNP_NNP', 'DELETE_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP'], 'distances': [3.4000000000000004, 3.4000000000000004, 2.2, 4.6000000000000005, 2.4, 3.4000000000000004]}, {'token': 'DTP', 'suggestions': ['DELETE_DTP', 'DELETE_DTP', 'DELETE_DTP', 'DELETE_DTP', 'DELETE_DTP'], 'distances': [3.4000000000000004, 2.2, 4.6000000000000005, 2.4, 3.4000000000000004]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'DELETE_NNP', 'DELETE_NNP'], 'distances': [2.2, 2.4, 3.4000000000000004]}]"
Actually ginagawa na namin dati pa na kapag,Actually ginagawa na namin dati pa na kapag,,,
Ang latest na nabalitaannamin nakabuo na raw ito,Ang latest na nabalitaan namin nakabuo na raw ito,Ang ng latest na nabalitaannamin,[],"[{'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [1.2, 2.4, 3.5999999999999996]}, {'token': 'CCB', 'suggestions': ['INSERT_CCB'], 'distances': [0.8]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW'], 'distances': [1.2, 3.4000000000000004, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'CCP', 'suggestions': ['KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP'], 'distances': [1.2, 3.4000000000000004, 3.4000000000000004, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_VBTR', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_VBTR', 'KEEP_VBTS_VBTS'], 'distances': [1.2, 3.4000000000000004, 3.4000000000000004, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'VBTR_CCP', 'suggestions': ['DELETE_VBTR_CCP', 'DELETE_VBTR_CCP', 'DELETE_VBTR_CCP', 'DELETE_VBTR_CCP', 'DELETE_VBTR_CCP', 'DELETE_VBTR_CCP'], 'distances': [1.2, 3.4000000000000004, 3.4000000000000004, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'KEEP_RBI_RBI', 'DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI'], 'distances': [3.4000000000000004, 3.4000000000000004, 2.4, 4.6000000000000005, 3.5999999999999996]}, {'token': 'PRO', 'suggestions': ['DELETE_PRO', 'DELETE_PRO', 'DELETE_PRO'], 'distances': [3.4000000000000004, 4.6000000000000005, 3.5999999999999996]}]"
Im sure ang sagot nya ok naman sya,Im sure ang sagot nya ok naman sya,ng ng sure ang sagot,[],"[{'token': 'JJN', 'suggestions': ['SUBSTITUTE_JJN_CCB', 'SUBSTITUTE_JJN_CCB'], 'distances': [4.6000000000000005, 5.800000000000001]}, {'token': 'CCB', 'suggestions': ['INSERT_CCB'], 'distances': [0.8]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS', 'KEEP_PRS_PRS', 'DELETE_PRS', 'DELETE_PRS'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'NNCA', 'suggestions': ['DELETE_NNCA', 'DELETE_NNCA', 'DELETE_NNCA', 'DELETE_NNCA', 'DELETE_NNCA'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS'], 'distances': [4.6000000000000005, 5.800000000000001]}]"
Kasi biglaan din naman ang kanilang naging relasyon,Kasi biglaan din naman ang kanilang naging relasyon,Kasi biglaan a pa ang relasyon,[],"[{'token': 'CCR', 'suggestions': ['KEEP_CCR_CCR', 'SUBSTITUTE_CCR_PMS'], 'distances': [4.6000000000000005, 3]}, {'token': 'JJD', 'suggestions': ['SUBSTITUTE_JJD_PMS', 'SUBSTITUTE_JJD_PMS', 'SUBSTITUTE_JJD_NNC', 'SUBSTITUTE_JJD_PMS'], 'distances': [4.6000000000000005, 2, 3, 3.2]}, {'token': 'RBF', 'suggestions': ['SUBSTITUTE_RBF_NNC', 'SUBSTITUTE_RBF_NNC', 'DELETE_RBF', 'SUBSTITUTE_RBF_RBI', 'SUBSTITUTE_RBF_NNC', 'SUBSTITUTE_RBF_NNC'], 'distances': [4.6000000000000005, 2, 2.2, 3, 3.2, 3.2]}, {'token': 'PMS', 'suggestions': ['DELETE_PMS', 'SUBSTITUTE_PMS_RBI', 'KEEP_PMS_PMS', 'DELETE_PMS', 'SUBSTITUTE_PMS_DTC', 'SUBSTITUTE_PMS_RBI', 'SUBSTITUTE_PMS_RBI', 'SUBSTITUTE_PMS_RBI'], 'distances': [4.6000000000000005, 2, 2.2, 2.2, 3, 3.2, 3.2, 3.2]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'SUBSTITUTE_NNC_DTC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'DELETE_NNC', 'DELETE_NNC', 'SUBSTITUTE_NNC_DTC', 'SUBSTITUTE_NNC_DTC', 'SUBSTITUTE_NNC_DTC'], 'distances': [4.6000000000000005, 2, 2.2, 2.2, 2.2, 3, 3.2, 3.2, 3.2]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'DELETE_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_VBTS', 'SUBSTITUTE_RBI_PRSP_CCP'], 'distances': [4.6000000000000005, 2, 2.2, 2.2, 2.2, 3, 3.2, 3.2, 3.2]}, {'token': 'DTC', 'suggestions': ['DELETE_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC', 'DELETE_DTC', 'DELETE_DTC', 'SUBSTITUTE_DTC_NNC'], 'distances': [2, 2.2, 2.2, 2.2, 3, 3.2, 3.2, 3.2]}, {'token': 'PRSP_CCP', 'suggestions': ['DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'KEEP_PRSP_CCP_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP'], 'distances': [2.2, 2.2, 2.2, 3.2, 3.2, 3.2]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'DELETE_VBTS', 'DELETE_VBTS', 'DELETE_VBTS'], 'distances': [2.2, 2.2, 3.2, 3.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC'], 'distances': [2.2, 3.2]}]"
Isang virtual media conference gaganapin,Isang virtual media conference ang gaganapin,Isang virtual media,[],"[{'token': 'PRI_CCP', 'suggestions': ['KEEP_PRI_CCP_PRI_CCP'], 'distances': [3.4000000000000004]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW'], 'distances': [3.4000000000000004]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW'], 'distances': [3.4000000000000004]}, {'token': 'FW', 'suggestions': ['DELETE_FW'], 'distances': [3.4000000000000004]}, {'token': 'VBTF', 'suggestions': ['DELETE_VBTF'], 'distances': [3.4000000000000004]}]"
Sinagot naman niya si Rivero,Sinagot naman niya si Rivero,naman niya si Rivero,[],"[{'token': 'VBOF', 'suggestions': ['DELETE_VBOF'], 'distances': [1]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI'], 'distances': [1]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS'], 'distances': [1]}, {'token': 'DTP', 'suggestions': ['KEEP_DTP_DTP'], 'distances': [1]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP'], 'distances': [1]}]"
Cash sa loob nang kanyang backpack,Cash sa loob ng kanyang backpack,,,
Matapos ang show dumiretso si Empoy sa CR,Matapos ang show dumiretso si Empoy sa CR,Matapos ni si Sumitas,[],"[{'token': 'VBW', 'suggestions': ['KEEP_VBW_VBW', 'SUBSTITUTE_VBW_VBAF'], 'distances': [4.6000000000000005, 3]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'SUBSTITUTE_DTC_VBAF', 'SUBSTITUTE_DTC_DTP', 'SUBSTITUTE_DTC_DTP'], 'distances': [4.6000000000000005, 2, 3, 3]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'SUBSTITUTE_FW_DTP', 'SUBSTITUTE_FW_DTP', 'SUBSTITUTE_FW_NNP', 'SUBSTITUTE_FW_NNP'], 'distances': [4.6000000000000005, 2, 2, 3, 3]}, {'token': 'VBAF', 'suggestions': ['DELETE_VBAF', 'SUBSTITUTE_VBAF_NNP', 'SUBSTITUTE_VBAF_NNP', 'SUBSTITUTE_VBAF_CCT', 'SUBSTITUTE_VBAF_CCT'], 'distances': [4.6000000000000005, 2, 2, 3, 3]}, {'token': 'DTP', 'suggestions': ['DELETE_DTP', 'SUBSTITUTE_DTP_CCT', 'SUBSTITUTE_DTP_CCT', 'DELETE_DTP', 'SUBSTITUTE_DTP_NNPA'], 'distances': [4.6000000000000005, 2, 2, 3, 3]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP', 'SUBSTITUTE_NNP_NNPA', 'DELETE_NNP', 'DELETE_NNP'], 'distances': [4.6000000000000005, 2, 2, 3, 3]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT'], 'distances': [2, 2, 3, 3]}, {'token': 'NNPA', 'suggestions': ['DELETE_NNPA', 'DELETE_NNPA'], 'distances': [2, 3]}]"
Pero gaano ka ba ito ka epektibo,Pero gaano ka ba ito ka epektibo,puro maano ka ba ka,[],"[{'token': 'CCT', 'suggestions': ['SUBSTITUTE_CCT_PMS_', 'SUBSTITUTE_CCT_JJD', 'SUBSTITUTE_CCT_JJD'], 'distances': [5.6000000000000005, 5.800000000000001, 7.000000000000001]}, {'token': 'PRC', 'suggestions': ['SUBSTITUTE_PRC_VBS', 'SUBSTITUTE_PRC_JJD', 'SUBSTITUTE_PRC_RBI', 'SUBSTITUTE_PRC_JJD', 'SUBSTITUTE_PRC_RBI'], 'distances': [5.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'DELETE_PRS', 'SUBSTITUTE_PRS_JJD', 'KEEP_PRS_PRS', 'DELETE_PRS', 'KEEP_PRS_PRS'], 'distances': [5.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'DELETE_RBI', 'KEEP_RBI_RBI', 'DELETE_RBI'], 'distances': [5.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'PRO', 'suggestions': ['DELETE_PRO', 'DELETE_PRO', 'DELETE_PRO', 'DELETE_PRO', 'DELETE_PRO', 'DELETE_PRO'], 'distances': [5.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'KEEP_PRS_PRS', 'DELETE_PRS', 'KEEP_PRS_PRS', 'DELETE_PRS'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 7.000000000000001]}, {'token': 'JJD', 'suggestions': ['DELETE_JJD', 'DELETE_JJD', 'DELETE_JJD'], 'distances': [4.6000000000000005, 5.800000000000001, 7.000000000000001]}]"
Makaligtas kaya ang mga rider ng dalawang motorsiklo,Makaligtas kaya ang mga rider ng dalawang motorsiklo,,,
Kukuhain na naming lahat,Kinuha na naming lahat,kulang naming,[],"[{'token': 'RBD_CCP', 'suggestions': ['SUBSTITUTE_RBD_CCP_JJCS_JJD'], 'distances': [3.4000000000000004]}, {'token': 'PRP_CCP', 'suggestions': ['KEEP_PRP_CCP_PRP_CCP'], 'distances': [3.4000000000000004]}, {'token': 'PRI', 'suggestions': ['DELETE_PRI'], 'distances': [3.4000000000000004]}]"
Eh hihindian pa po ako marunong umakting nun,Eh hindi pa po ako marunong umakting nun,Eh Baragatan hihindian,[],"[{'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'KEEP_FW_FW'], 'distances': [5.800000000000001, 7.000000000000001]}, {'token': 'PRI', 'suggestions': ['INSERT_PRI'], 'distances': [0.8]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'KEEP_FW_FW', 'SUBSTITUTE_FW_NNC', 'KEEP_FW_FW'], 'distances': [5.800000000000001, 5.800000000000001, 7.000000000000001, 7.000000000000001]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'SUBSTITUTE_RBI_NNC', 'KEEP_RBI_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_NNC', 'SUBSTITUTE_RBI_JJD'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 7.000000000000001, 7.000000000000001, 4.2]}, {'token': 'RBS', 'suggestions': ['DELETE_RBS', 'DELETE_RBS', 'DELETE_RBS', 'SUBSTITUTE_RBS_JJD', 'DELETE_RBS', 'DELETE_RBS', 'SUBSTITUTE_RBS_PMS', 'SUBSTITUTE_RBS_NNC'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 3.2, 7.000000000000001, 7.000000000000001, 4.2, 3]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS', 'KEEP_PRS_PRS', 'SUBSTITUTE_PRS_PMS', 'SUBSTITUTE_PRS_NNC', 'DELETE_PRS', 'DELETE_PRS', 'SUBSTITUTE_PRS_NNC_CCP', 'SUBSTITUTE_PRS_PMS'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 3.2, 2, 7.000000000000001, 7.000000000000001, 4.2, 3]}, {'token': 'JJD', 'suggestions': ['DELETE_JJD', 'DELETE_JJD', 'DELETE_JJD', 'SUBSTITUTE_JJD_NNC_CCP', 'SUBSTITUTE_JJD_PMS', 'DELETE_JJD', 'DELETE_JJD', 'DELETE_JJD', 'SUBSTITUTE_JJD_NNC_CCP'], 'distances': [5.800000000000001, 5.800000000000001, 5.800000000000001, 3.2, 2, 7.000000000000001, 7.000000000000001, 4.2, 3]}, {'token': 'NNCA', 'suggestions': ['DELETE_NNCA', 'DELETE_NNCA', 'DELETE_NNCA', 'SUBSTITUTE_NNCA_NNC_CCP', 'DELETE_NNCA', 'DELETE_NNCA', 'DELETE_NNCA', 'SUBSTITUTE_NNCA_FW'], 'distances': [5.800000000000001, 5.800000000000001, 3.2, 2, 7.000000000000001, 7.000000000000001, 4.2, 3]}, {'token': 'PMS', 'suggestions': ['DELETE_PMS', 'DELETE_PMS', 'SUBSTITUTE_PMS_FW', 'DELETE_PMS', 'DELETE_PMS', 'DELETE_PMS'], 'distances': [5.800000000000001, 3.2, 2, 7.000000000000001, 4.2, 3]}, {'token': 'NNC_CCP', 'suggestions': ['DELETE_NNC_CCP', 'DELETE_NNC_CCP', 'DELETE_NNC_CCP', 'DELETE_NNC_CCP'], 'distances': [3.2, 2, 4.2, 3]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'DELETE_FW'], 'distances': [2, 3]}]"
so hindi po tayo nagluluwag una,So hindi po tayo nagluluwag una,dahil so hindi dinig,[],"[{'token': 'CCR', 'suggestions': ['INSERT_CCR'], 'distances': [0.8]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [3.4000000000000004, 4.6000000000000005]}, {'token': 'RBF', 'suggestions': ['KEEP_RBF_RBF', 'KEEP_RBF_RBF', 'KEEP_RBF_RBF'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005]}, {'token': 'RBS', 'suggestions': ['SUBSTITUTE_RBS_VBTR', 'DELETE_RBS', 'SUBSTITUTE_RBS_VBTR'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005]}, {'token': 'PRP', 'suggestions': ['DELETE_PRP', 'KEEP_PRP_PRP', 'DELETE_PRP'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005]}, {'token': 'VBTR', 'suggestions': ['DELETE_VBTR', 'KEEP_VBTR_VBTR', 'DELETE_VBTR'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005]}, {'token': 'JJN', 'suggestions': ['DELETE_JJN', 'DELETE_JJN'], 'distances': [3.4000000000000004, 4.6000000000000005]}]"
Nataganan ng truck ang magina na dahilanng kanilang pagkasawi,Nataganan ng truck ang magina na dahilan ng kanilang pagkasawi,,,
