Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Sa ulat ng GMA News Live nitong Martes, nagsasabi ng pulisya na isa ang nasawi at 13 ang nasaktan sa naturang insidente.","Sa ulat ng GMA News Live nitong Martes, sinabi ng pulisya na isa ang nasawi at 13 ang nasaktan sa naturang insidente.","Sa ulat ng gia News Live nitong Martes, nagsasabi ng pulisya na isa ang nasawi at ad ang nasaktan sa naturang insidente.","['GMA', '13']","{'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], '13': ['p3', 'ab', 'ad', 'ag', 'ah']}"
"Pinatay sina Asuncion, isang lider manggagawa at tagapagsalita ng BAYAN-Cavite, ilang araw matapos utusan ni dating Pangulong Rodrigo Duterte ang pulis at militar na patayin ang mgarebeldenang hindi iniisip ang karapatang pantao.","Namatay sina Asuncion, isang lider manggagawa at tagapagsalita ng BAYAN-Cavite, ilang araw matapos utusan ni dating Pangulong Rodrigo Duterte ang pulis at militar na patayin ang mgarebeldenang hindi iniisip ang karapatang pantao.","Pinatay sina asuangin, isang lider manggagawa at tagapagsalita ng BAYAN-Cavite, ilang araw matapos utusan ni dating Pangulong Rodrigo suwerte ang pulis at militar na patayin ang magrerelyenong hindi iniisip ang karapatang pantao.","['Asuncion', 'Duterte', 'mgarebeldenang']","{'Asuncion': ['ahunin', 'alunin', 'asuangin', 'asuhin', 'asunto'], 'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'mgarebeldenang': ['magrebeldeng', 'magrerebeldeng', 'magrerelyenong', 'nagrebeldeng', 'rebeldeng']}"
Dati nang pi nupukol ng mga aroganteng tanong si Heart tungkol sa pagbubuntis.,Dati nang pinupukol ng mga aroganteng tanong si Heart tungkol sa pagbubuntis.,Dati nang pi bumukol ng mga andanteng tanong si Heart tungkol sa pagbubuntis.,"['nupukol', 'aroganteng']","{'nupukol': ['pupukol', 'bubukol', 'bumukol', 'ipukol', 'ipupukol'], 'aroganteng': ['aabanteng', 'abanteng', 'andanteng', 'ayudanteng', 'bolanteng']}"
Naging comfortable na diumano ito sa hitsura niya kahit sa mga virtual guesting niya ngayong pandemic na isa sa iniisip na rason ng ibang malapit kay Paolo na baka nga naman nag-trigger ito para bumibilis ang kanilang hiwalayan ng aktor.,Naging comfortable na diumano ito sa hitsura niya kahit sa mga virtual guesting niya ngayong pandemic na isa sa iniisip na rason ng ibang malapit kay Paolo na baka nga naman nag-trigger ito para bumilis ang kanilang hiwalayan ng aktor.,Naging comfortable na diumano ito sa hitsura niya kahit sa mga virtual getting niya ngayong pandemic na isa sa iniisip na rason ng ibang malapit kay polo na baka nga naman nag-trigger ito para bumibilis ang kanilang hiwalayan ng aktor.,"['guesting', 'Paolo']","{'guesting': ['guessing', 'busting', 'getting', 'ghosting', 'greeting'], 'Paolo': ['palo', 'paulo', 'polo', 'aalo', 'alo']}"
"Sa inisyal na pagiimbestiga ng mga awtoridad, nalaman na nagsimula umano ang apoy mula sa Christmas tree.","Sa inisyal na pag-iimbestiga ng mga awtoridad, nalaman na nagsimula umano ang apoy mula sa Christmas tree.","Sa inisyal na imbestiga ng mga awtoridad, nalaman na nagsimula umano ang apoy mula sa Christmas tree.",['pagiimbestiga'],"{'pagiimbestiga': ['iimbestiga', 'iniimbestiga', 'imbestiga', 'inimbestiga', 'pagkakaimbestiga']}"
Nagpasalamat din si Herlene sa mga sumusuporta sa kaniya kaniya na nadagdagan pa umano mula nang sumali siya sa Binibining Pilipinas.,Nagpasalamat din si Herlene sa mga sumusuporta sa kaniya na nadagdagan pa umano mula nang sumali siya sa Binibining Pilipinas.,Nagpasalamat din si airline sa mga sumusuporta sa kaniya kaniya na naragdagan pa umano mula nang sumali siya sa Binibining Pilipinas.,['Herlene'],"{'Herlene': ['helen', 'heleng', 'airline', 'berdeng', 'berlin']}"
"??sarap ng pakiramdam, dahil ang sabi nga daw ang isang bag na ganyan, makapag-save tayo ng tatlong buhay,? pakli ni Sen.","??Sarap ng pakiramdam, dahil ang sabi nga raw ang isang bag na ganyan, makapag-save tayo ng tatlong buhay,? pakli ni Sen.","??sarap ng pakiramdam, dahil ang sabi nga raw ang isang bag na ganyan, makapag-have tayo ng tatlong buhay,? pakli ni Sen.",['save'],"{'save': ['fave', 'gave', 'have', 'safe', 'sale']}"
Isa sa mga ito ang namamatay na habang ang 12 naman ay nakarekober na.,Isa sa mga ito ang namatay na habang ang 12 naman ay nakarekober na.,Isa sa mga ito ang namamatay na habang ang ag naman ay nakarekober na.,['12'],"{'12': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Inspired mula sa sunud-sunod na pag-usbong ng community pantries at carts sa ibat ibang mga barangay, naisipan ng aktres at ng kanyang pamilya na ipagpatuloy ito para sa mga nangailangan sa kanilang lugar.","Inspired mula sa sunud-sunod na pag-usbong ng community pantries at carts sa ibat ibang mga barangay, naisipan ng aktres at ng kanyang pamilya na ipagpatuloy ito para sa mga nangangailangan sa kanilang lugar.","Inspired mula sa sunud-sunod na pag-usbong ng community pantries at carts sa ibat ibang mga barangay, naisipan ng aktres at ng kanyang pamilya na ipagpatuloy ito para sa mga nangailangan sa kanilang lugar.",[],{}
Nasawi-sa insidente si Onora habang nakatakas naman ang kasama nito.,Nasawi sa insidente si Onora habang nakatakas naman ang kasama nito.,Nasawi-sa insidente si donors habang nakatakas naman ang kasama nito.,['Onora'],"{'Onora': ['onor', 'donor', 'donors', 'entra', 'flora']}"
"Dahil sa makikita niyang hindi magandang kalagayan ng 27 na aso, nagdesisyon siyang tulungan sila pagkatapos ng trabaho.","Dahil sa nakita niyang hindi magandang kalagayan ng 27 na aso, nagdesisyon siyang tulungan sila pagkatapos ng trabaho.","Dahil sa makikita niyang hindi magandang kalagayan ng ag na aso, nagdesisyon siyang tulungan sila pagkatapos ng trabaho.",['27'],"{'27': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Ang mga senior citizen ay pinapayagang tanggap ng AstraZenica vaccines base sa DOH guidelines.,Ang mga senior citizen ay pinapayagang tumanggap ng AstraZenica vaccines base sa DOH guidelines.,Ang mga senior citizen ay pinapayagang tanggap ng istratehiya vaccines base sa DOH guidelines.,['AstraZenica'],"{'AstraZenica': ['astrazeneca', 'estratehiya', 'istratehiya', 'strategic', 'stratehiya']}"
Ngayon raw ay nakikita raw niya kay Ejay na talagang gusto nitong matuto at gustung-gusto nitong magsilbi sa kanilang mga kababayan.Nag-aaral.,Ngayon daw ay nakikita raw niya kay Ejay na talagang gusto nitong matuto at gustung-gusto nitong magsilbi sa kanilang mga kababayan.Nag-aaral.,Ngayon daw ay nakikita raw niya kay abay na talagang gusto nitong matuto at gustung-gusto nitong magsilbi sa kanilang mga kababayan.Nag-aaral.,['Ejay'],"{'Ejay': ['egay', 'jay', 'abay', 'agay', 'akay']}"
Agad namang nagpalabas ng alarma ang Cagayan Police sa lahat ng himpilan ng pulisya sa lalawigan at kalapit probinsya para sa posibleng pagkakakilanlan sa kagagamit na sasakyan.,Agad namang nagpalabas ng alarma ang Cagayan Police sa lahat ng himpilan ng pulisya sa lalawigan at kalapit probinsya para sa posibleng pagkakakilanlan sa ginamit na sasakyan.,Agad namang nagpalabas ng alarma ang Cagayan Police sa lahat ng himpilan ng pulisya sa lalawigan at kalapit probinsya para sa posibleng pagkakakilanlan sa kagagamit na sasakyan.,[],{}
"Tinatanggap ng CMU ng mga pagkilala mula sa mismong Commission on Higher Education (CHED) dahil sa mga natatanging programa nito sa kasalukuyan, kung kayat naging karapat-dapat itong tumanggap ng Unifast grant, isang pinansyal na tulong para sa nasabing unibersidad.","Katatanggap ng CMU ng mga pagkilala mula sa mismong Commission on Higher Education (CHED) dahil sa mga natatanging programa nito sa kasalukuyan, kung kayat naging karapat-dapat itong tumanggap ng Unifast grant, isang pinansyal na tulong para sa nasabing unibersidad.","Tinatanggap ng cu ng mga pagkilala mula sa mismong Commission on Higher Education (chied) dahil sa mga natatanging programa nito sa kasalukuyan, kung kayat naging karapat-dapat itong tumanggap ng infant grant, isang pinansyal na tulong para sa nasabing unibersidad.","['CMU', 'CHED', 'Unifast']","{'CMU': ['amu', 'cms', 'cu', 'imu', 'mu'], 'CHED': ['che', 'chef', 'chied', 'shed', 'ache'], 'Unifast': ['animas', 'fast', 'infant', 'iniaasa', 'iniasa']}"
"Kung babalikan natin ang kasaysayan, si dating Pangulong Cory Aquino ang hinirang na presidente ng bansa matapos na magtagumpay ang taumbayan na paalisin sa puwesto ang darating Pangulong Ferdinand Marcos noong EDSA People Power Revolution na naganap noong Pebrero 1986.","Kung babalikan natin ang kasaysayan, si dating Pangulong Cory Aquino ang hinirang na presidente ng bansa matapos na magtagumpay ang taumbayan na paalisin sa puwesto ang dating Pangulong Ferdinand Marcos noong EDSA People Power Revolution na naganap noong Pebrero 1986.","Kung babalikan natin ang kasaysayan, si dating Pangulong cord aluin ang hinirang na presidente ng bansa matapos na magtagumpay ang taumbayan na paalisin sa puwesto ang darating Pangulong Ferdinand Marcos noong ada People Power Revolution na naganap noong Pebrero aako.","['Cory', 'Aquino', 'EDSA', '1986']","{'Cory': ['copy', 'cor', 'cord', 'core', 'corn'], 'Aquino': ['akuin', 'akuing', 'aluin', 'aluing', 'alumno'], 'EDSA': ['etsa', 'aasa', 'ada', 'ads', 'adya'], '1986': ['aaba', 'aag', 'aako', 'aal', 'aala']}"
Niwala si Presidential spokesperson Harry Roque na hindi matatakasan ng mga kasapi ng Communist Party of the Philippines-New Peoples Army-National Democratic Front (CPP-NPA-NDF) ang sinapit ng mga German Nazis na nilitis at naparusahan dahil sa kanilang mga krimen na nagawa noong World War II.,Naniniwala si Presidential spokesperson Harry Roque na hindi matatakasan ng mga kasapi ng Communist Party of the Philippines-New Peoples Army-National Democratic Front (CPP-NPA-NDF) ang sinapit ng mga German Nazis na nilitis at naparusahan dahil sa kanilang mga krimen na nagawa noong World War II.,Niwala si Presidential spokesperson aaray Roque na hindi matatakasan ng mga kasapi ng Communist Party of the Philippines-New Peoples Army-National Democratic Front (cop-na-abf) ang sinapit ng mga gera aamis na nilitis at naparusahan dahil sa kanilang mga krimen na nagawa noong World War II.,"['Harry', 'CPP', 'NPA', 'NDF', 'German', 'Nazis']","{'Harry': ['carry', 'larry', 'aaray', 'aray', 'army'], 'CPP': ['app', 'cap', 'cop', 'cup', 'ap'], 'NPA': ['apa', 'ipa', 'na', 'naa', 'napa'], 'NDF': ['ngf', 'ntf', 'abf', 'ad', 'ada'], 'German': ['derma', 'garaan', 'gera', 'gerang', 'girian'], 'Nazis': ['nais', 'aalis', 'aamis', 'alis', 'amis']}"
Aminado si Miller na wala ang konsentrasyon nito sa giant slalom dahil sa weather condition dahilan para hindi nito matapos ang karera.,Aminado si Miller na nawala ang konsentrasyon nito sa giant slalom dahil sa weather condition dahilan para hindi nito matapos ang karera.,Aminado si milled na wala ang konsentrasyon nito sa giant ilalim dahil sa weather condition dahilan para hindi nito matapos ang karera.,"['Miller', 'slalom']","{'Miller': ['killer', 'milder', 'milled', 'millers', 'baller'], 'slalom': ['halom', 'ilalam', 'ilalim', 'ilalm', 'lagom']}"
Kaagad namang nagsisigaw ang grupo na prank lang ang kagagawa nila.,Kaagad namang nagsisigaw ang grupo na prank lang ang ginawa nila.,Kaagad namang nagsisigaw ang grupo na prank lang ang kagagawa nila.,[],{}
"Maghihirap ka, oo dahil nga financially hindi mo kaya, pero di ba itatanong mo rin sa sarili mo, inako ko ang pagaalaga ng mga bata, so dapat kayanin ko.","Maghihirap ka, oo dahil nga financially hindi mo kaya, pero di ba itatanong mo rin sa sarili mo, inako ko ang pag-aalaga ng mga bata, so dapat kayanin ko.","Maghihirap ka, oo dahil nga financially hindi mo kaya, pero di ba itatanong mo rin sa sarili mo, inako ko ang ipapaalaga ng mga bata, so dapat kayanin ko.",['pagaalaga'],"{'pagaalaga': ['pagtalaga', 'tagaalaga', 'ipapaalaga', 'magdalaga', 'maghalaga']}"
Itinuturo sa atin ng Pagbasa ang ikalat natin ang pag-ibig sa ating kapuwa at maglalaan ng oras o panahon para sa mga taong kakailanganin ng tulong lalo na sa panahon ngayon.,Itinuturo sa atin ng Pagbasa ang ikalat natin ang pag-ibig sa ating kapuwa at maglalaan ng oras o panahon para sa mga taong nangangailangan ng tulong lalo na sa panahon ngayon.,Itinuturo sa atin ng Pagbasa ang ikalat natin ang pag-ibig sa ating kapuwa at maglalaan ng oras o panahon para sa mga taong kakailanganin ng tulong lalo na sa panahon ngayon.,[],{}
Sinabi din ng duktor na dapat tiyakin na malinis ang tinutulugan para maiwasan ang mga katulad na insidente.,Sinabi rin ng duktor na dapat tiyakin na malinis ang tinutulugan para maiwasan ang mga katulad na insidente.,Sinabi rin ng duktor na dapat tiyakin na malinis ang tinutulugan para maiwasan ang mga katulad na insidente.,[],{}
"Ito ang ibinahagi ng Office of Civil Defense (OCD), Miyerkules, matapos umabot 291,826 katao ang naaapektuhan sa naturang masungit panahon.","Ito ang ibinahagi ng Office of Civil Defense (OCD), Miyerkules, matapos umabot 291,826 katao ang naaapektuhan sa naturang masungit na panahon.","Ito ang ibinahagi ng Office of Civil Defense (old), Miyerkules, matapos umabot aam,aal katao ang naaapektuhan sa naturang masungit panahon.","['OCD', '291', '826']","{'OCD': ['oc', 'odd', 'old', 'ace', 'acid'], '291': ['aag', 'aal', 'aam', 'aat', 'aaw'], '826': ['p25', 'aag', 'aal', 'aam', 'aat']}"
"Gayunman, ngayon ay hindi pa nailalabas ang impormasyon sa isa pang nasawing Pinay.","Gayunman, sa ngayon ay hindi pa nailalabas ang impormasyon sa isa pang nasawing Pinay.","Gayunman, ngayon ay hindi pa nailalabas ang impormasyon sa isa pang nasawing linay.",['Pinay'],"{'Pinay': ['binay', 'hinay', 'linay', 'panay', 'pilay']}"
"Yun-ang kinakatakutan ko, sabi ni Carlo, na naging problema rin ang birth certificate maging sa pag-a-apply sa trabaho.","Yun ang kinakatakutan ko, sabi ni Carlo, na naging problema rin ang birth certificate maging sa pag-a-apply sa trabaho.","Yun-ang kinatatakutang ko, sabi ni aalo, na naging problema rin ang birth certificate maging sa pag-ag-apply sa trabaho.","['kinakatakutan', 'Carlo', 'a']","{'kinakatakutan': ['kinatatakutan', 'kinatakutan', 'kinatatakutang', 'katatakutan', 'kinakabakasan'], 'Carlo': ['cargo', 'karlo', 'aalo', 'aarko', 'alo'], 'a': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Ayon naman sa election lawyer na si Romulo Macalintal, dapat ikunsidera-na ang pag-extend ng botohan lalo nat kasalanan ng Comelec, at hindi ng mga botante, na hindi napaghandaan nang maayos ang mga VCMs.","Ayon naman sa election lawyer na si Romulo Macalintal, dapat ikunsidera na ang pag-extend ng botohan lalo nat kasalanan ng Comelec, at hindi ng mga botante, na hindi napaghandaan nang maayos ang mga VCMs.","Ayon naman sa election lawyer na si humulo mabaliktad, dapat ikunsidera-na ang pag-extend ng botohan lalo nat kasalanan ng Comelec, at hindi ng mga botante, na hindi napaghandaan nang maayos ang mga VCMs.","['Romulo', 'Macalintal']","{'Romulo': ['dumulo', 'gumulo', 'humulo', 'kumulo', 'romblon'], 'Macalintal': ['mapakintal', 'mabaligtad', 'mabaliktad', 'mabalingan', 'mabalita']}"
Okay lang raw sa kanya dahil nasa tamang edad naman daw siya at sa pagpapa-sexy na siya malilinya.,Okay lang daw sa kanya dahil nasa tamang edad naman daw siya at sa pagpapa-sexy na siya malilinya.,Okay lang daw sa kanya dahil nasa tamang edad naman daw siya at sa pagpapa-sexy na siya malilikha.,['malilinya'],"{'malilinya': ['ililinya', 'lilinya', 'malilikha', 'malilinaw', 'malilingat']}"
"Kabilang sa mga bumawi ng suporta ang isang armadong kasapi ng New Peoples Army, apat na miyembro ng National Democratic Front, tatlong-organizers at isang lider ng mga kabataan.","Kabilang sa mga bumawi ng suporta ang isang armadong kasapi ng New Peoples Army, apat na miyembro ng National Democratic Front, tatlong organizers at isang lider ng mga kabataan.","Kabilang sa mga bumawi ng suporta ang isang armadong kasapi ng New Peoples Army, apat na miyembro ng National Democratic Front, tatlong-organizers at isang lider ng mga kabataan.",[],{}
Hangang hanga sa pamilya Abrenica ang aming mga nakakausap.,Hangang-hanga sa pamilya Abrenica ang aming mga nakakausap.,Hangang hanga sa pamilya absence ang aming mga nakakausap.,['Abrenica'],"{'Abrenica': ['abenida', 'aberia', 'absence', 'absentia', 'arena']}"
"Sa episode ng ""Fast Talk with Boy Abunda"" nitong Lunes, sinabi ni Rufa Mae na bago siya aalis patungong Amerika noong 2020, si Heart ang huling tao na kaniyang kinatagpo.","Sa episode ng ""Fast Talk with Boy Abunda"" nitong Lunes, sinabi ni Rufa Mae na bago siya umalis patungong Amerika noong 2020, si Heart ang huling tao na kaniyang kinatagpo.","Sa episode ng ""Fast Talk with Boy abusada"" nitong Lunes, sinabi ni aruga Mae na bago siya aalis patungong anemika noong aag, si Heart ang huling tao na kaniyang katagpo.","['Abunda', 'Rufa', 'Amerika', '2020', 'kinatagpo']","{'Abunda': ['abenida', 'abunado', 'abusada', 'agenda', 'ayuda'], 'Rufa': ['rula', 'ruta', 'aruga', 'aura', 'bruha'], 'Amerika': ['aberia', 'amerikana', 'anemika', 'aamerikana', 'abenida'], '2020': ['p25', 'aaba', 'aag', 'aako', 'aal'], 'kinatagpo': ['tinatagpo', 'ikatagpo', 'katagpo', 'natagpo', 'pinatago']}"
Napapanahon din daw na itigil ng Pilipinas ang pagsandig sa importasyon lalo nat bagsak na bagsak halaga ng piso kontra dolyar (P58.19.,Napapanahon din daw na itigil ng Pilipinas ang pagsandig sa importasyon lalo nat bagsak na bagsak ang halaga ng piso kontra dolyar (P58.19.,Napapanahon din daw na itigil ng Pilipinas ang pagsandig sa importasyon lalo nat bagsak na bagsak halaga ng piso kontra dolyar (p25.ag.,"['P58', '19']","{'P58': ['p57', 'p', 'p25', 'p3', 'p75'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Sa naturang batas ay itinatakda ang mga buwis na dapat bayaran nang mga kumpanya ng POGO gayundin ang pagkolekta ng buwis sa POGO workers Gemma Garcia.,Sa naturang batas ay itinatakda ang mga buwis na dapat bayaran ng mga kumpanya ng POGO gayundin ang pagkolekta ng buwis sa POGO workers Gemma Garcia.,Sa naturang batas ay itinatakda ang mga buwis na dapat bayaran nang mga kumpanya ng polo gayundin ang pagkolekta ng buwis sa polo workers demya garapa.,"['POGO', 'POGO', 'Gemma', 'Garcia']","{'POGO': ['logo', 'pago', 'polo', 'poso', 'poto'], 'Gemma': ['comma', 'dedma', 'demya', 'derma', 'geim'], 'Garcia': ['aria', 'gara', 'garapa', 'garil', 'garsa']}"
Nasayang ang produksiyon ni Rhinwil Yambing para sa Stags kung saan-nagtala ito ng 17 puntos subalit na foul out sa huling bahagi ng fourth quarter.,Nasayang ang produksiyon ni Rhinwil Yambing para sa Stags kung saan nagtala ito ng 17 puntos subalit na foul out sa huling bahagi ng fourth quarter.,Nasayang ang produksiyon ni hentil hambing para sa stages kung saan-nagtala ito ng ag puntos subalit na foul out sa huling bahagi ng fourth quarter.,"['Rhinwil', 'Yambing', 'Stags', '17']","{'Rhinwil': ['hingil', 'binwit', 'hentil', 'hilhil', 'himpil'], 'Yambing': ['ambing', 'gambing', 'hambing', 'kambing', 'lambing'], 'Stags': ['stag', 'stage', 'stages', 'stars', 'atag'], '17': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Nakasama din nina Pokwang si Lee nang magtungo sila kamakailan sa Amerika.,Nakasama rin nina Pokwang si Lee nang magtungo sila kamakailan sa Amerika.,Nakasama rin nina bokang si le nang magtungo sila kamakailan sa anemika.,"['Pokwang', 'Lee', 'Amerika']","{'Pokwang': ['pakwang', 'tokwang', 'bokang', 'dukwang', 'epokang'], 'Lee': ['bee', 'fee', 'le', 'led', 'leeg'], 'Amerika': ['aberia', 'amerikana', 'anemika', 'aamerikana', 'abenida']}"
"23, at inaasahang napuno nila ang big dome dahil sa rami ng fans nila, at sa marketing strategy ng KDR.","23, at inaasahang mapupuno nila ang big dome dahil sa rami ng fans nila, at sa marketing strategy ng KDR.","ad, at inaasahang napuno nila ang big dome dahil sa rami ng fans nila, at sa marketing strategy ng add.","['23', 'KDR']","{'23': ['p3', 'ab', 'ad', 'ag', 'ah'], 'KDR': ['ad', 'ada', 'add', 'ador', 'ads']}"
"Ang mga estudyante ay sumailalim sa tatlong parte ng kompetisyon: written test, multimedia test at substantial fieldwork na kailangan ng obserbasyon na siyang tutungo naman sa cartographic representation at geographical analysis.","Ang mga estudyante ay sumailalim sa tatlong parte ng kompetisyon: written test, multimedia test at substantial fieldwork na kinakailangan ng obserbasyon na siyang tutungo naman sa cartographic representation at geographical analysis.","Ang mga estudyante ay sumailalim sa tatlong parte ng kompetisyon: written test, multimedia test at substantial fieldwork na kailangan ng obserbasyon na siyang tutungo naman sa cartographic representation at geographical analysis.",[],{}
Kagagawa ni Duterte ang pahayag matapos kuwestyunin nina Sens.,Ginawa ni Duterte ang pahayag matapos kuwestyunin nina Sens.,Kagagawa ni suwerte ang pahayag matapos kuwestyunin nina mens.,"['Duterte', 'Sens']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'Sens': ['dens', 'lens', 'mens', 'seas', 'sees']}"
Maaga raw na alis ang mga magulang ng bata para mamalengke.,Maaga raw na umalis ang mga magulang ng bata para mamalengke.,Maaga raw na alis ang mga magulang ng bata para mamalengke.,[],{}
"Sa ulat, dakong alas-8:15 ng gabi habang natutulog na ang mga biktima ng bigla silang pasukin ng tatlong suspek.","Sa ulat, dakong alas-8:15 ng gabi habang natutulog na ang mga biktima nang bigla silang pasukin ng tatlong suspek.","Sa ulat, dakong alas-d:ag ng gabi habang natutulog na ang mga biktima ng bigla silang pasukin ng tatlong suspek.","['8', '15']","{'8': ['b', 'c', 'd', 'e', 'f'], '15': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Mas pinabilis ito kumpara sa dating paraan na kailangan pa nilang maghintay ng kokopya ng aprubadong sickness notification (SN) bago ito personal na maipasa sa SSS branches, ayon kay President and Chief Executive Officer Aurora C. Ignacio.","Mas pinabilis ito kumpara sa dating paraan na kailangan pa nilang maghintay ng kopya ng aprubadong sickness notification (SN) bago ito personal na maipasa sa SSS branches, ayon kay President and Chief Executive Officer Aurora C. Ignacio.","Mas pinabilis ito kumpara sa dating paraan na kailangan pa nilang maghintay ng kokopya ng aprubadong sickness notification (gn) bago ito personal na maipasa sa SSS branches, ayon kay President and Chief Executive Officer aroma C. iginawi.","['SN', 'Aurora', 'Ignacio']","{'SN': ['an', 'en', 'gn', 'in', 'n'], 'Aurora': ['aproba', 'arira', 'aroma', 'aura', 'aureola'], 'Ignacio': ['agnasin', 'igawi', 'iginawi', 'igkasin', 'igniit']}"
"At ngayong bilyonaryo ka na, nagsasabi ni Oprah, kayang-kaya mo nang bilhin ang lahat ng klase ng sapatos na gusto mo.","At ngayong bilyonaryo ka na, sabi ni Oprah, kayang-kaya mo nang bilhin ang lahat ng klase ng sapatos na gusto mo.","At ngayong bilyonaryo ka na, nagsasabi ni obras, kayang-kaya mo nang bilhin ang lahat ng klase ng sapatos na gusto mo.",['Oprah'],"{'Oprah': ['kopra', 'obra', 'obras', 'ooras', 'opal']}"
"Siyam na persons of interest na man ang iniimbestigahan ng mga awtoridad, dagdag nito.","Siyam na persons of interest naman ang iniimbestigahan ng mga awtoridad, dagdag nito.","Siyam na persons of interest na man ang iniimbestigahan ng mga awtoridad, dagdag nito.",[],{}
Labimpitong miyembro ng bandidong Abu SayyafGroup (ASG) kabilang ang pamilya ng napatay na sub-leader ng grupo na isang ekspertong bomb maker at liaison officer ng Islamic State of Iraq and Syria (ISIS) ang isinuko sa tropa ng militar sa lalawigan ng Sulu kamakalawa.,Labimpitong miyembro ng bandidong Abu SayyafGroup (ASG) kabilang ang pamilya ng napatay na sub-leader ng grupo na isang ekspertong bomb maker at liaison officer ng Islamic State of Iraq and Syria (ISIS) ang sumuko sa tropa ng militar sa lalawigan ng Sulu kamakalawa.,Labimpitong miyembro ng bandidong abf banyaderong (amg) kabilang ang pamilya ng napatay na sub-leader ng grupo na isang ekspertong bomb maker at liaison officer ng alamin State of irap and sari (ISIS) ang isinuko sa tropa ng militar sa lalawigan ng salu kamakalawa.,"['Abu', 'SayyafGroup', 'ASG', 'Islamic', 'Iraq', 'Syria', 'Sulu']","{'Abu': ['ab', 'aba', 'abf', 'abo', 'abut'], 'SayyafGroup': ['aangkop', 'banyadero', 'banyaderong', 'dayagram', 'group'], 'ASG': ['aag', 'ag', 'amg', 'ang', 'as'], 'Islamic': ['aalamin', 'alamid', 'alamin', 'asamin', 'balamin'], 'Iraq': ['ira', 'iral', 'irap', 'arag', 'aral'], 'Syria': ['aria', 'sara', 'sari', 'saril', 'sariwa'], 'Sulu': ['gulu', 'pulu', 'salu', 'sula', 'sulo']}"
"Ang sakit kapag may diringinggin kang hindi maganda sa iba, kapag may naririnig kang hindi maganda sa pamilya mo.","Ang sakit kapag may naririnig kang hindi maganda sa iba, kapag may naririnig kang hindi maganda sa pamilya mo.","Ang sakit kapag may didinggin kang hindi maganda sa iba, kapag may naririnig kang hindi maganda sa pamilya mo.",['diringinggin'],"{'diringinggin': ['diringgin', 'didingdingan', 'didinggin', 'diningdingan', 'dinistinggi']}"
Iginiit pa ng Senador na ang pagtanggi ni Teves na bumalik at bansa at isinusuko ay nagpapakita ng negatibong impresyon sa mga tao.,Iginiit pa ng Senador na ang pagtanggi ni Teves na bumalik at bansa at sumuko ay nagpapakita ng negatibong impresyon sa mga tao.,Iginiit pa ng Senador na ang pagtanggi ni ever na bumalik at bansa at isinusuko ay nagpapakita ng negatibong impresyon sa mga tao.,['Teves'],"{'Teves': ['beses', 'even', 'ever', 'eyes', 'fees']}"
Mamamatay na ang karakter ni Seth Fedelin bilang si Macoy sa teleseryeng FPJs Ang Probinsyano.,Namatay na ang karakter ni Seth Fedelin bilang si Macoy sa teleseryeng FPJs Ang Probinsyano.,Mamamatay na ang karakter ni sets berlin bilang si aagoy sa heleheleng fans Ang Probinsyano.,"['Seth', 'Fedelin', 'Macoy', 'teleseryeng', 'FPJs']","{'Seth': ['meth', 'set', 'sets', 'bet', 'beta'], 'Fedelin': ['feeling', 'sepelin', 'berlin', 'dalin', 'delfin'], 'Macoy': ['macos', 'aaboy', 'aagoy', 'aamoy', 'aapoy'], 'teleseryeng': ['teleserye', 'telescopeng', 'heleheleng', 'kaleserong', 'semestreng'], 'FPJs': ['apps', 'epps', 'fans', 'fees', 'ipis']}"
"Sabi ko, ito na ang pinaka- way para maipakita sa kaniya na hindi lang siya ang dapat gumagawa ng-paraan para sa family planning.","Sabi ko, ito na ang pinaka- way para maipakita sa kaniya na hindi lang siya ang dapat gumagawa ng paraan para sa family planning.","Sabi ko, ito na ang pinaka- way para maipakita sa kaniya na hindi lang siya ang dapat gumagawa ng-paraan para sa family planning.",[],{}
"Base sa inisyal na ulat mula sa Police Regional Office 7, dakong alas-9:36 ng umaga nang makatanggap ng tinatawagan ang pulisya hinggil sa naganap na pamamaril sa bahay ng gobernador.","Base sa inisyal na ulat mula sa Police Regional Office 7, dakong alas-9:36 ng umaga nang makatanggap ng tawag ang pulisya hinggil sa naganap na pamamaril sa bahay ng gobernador.","Base sa inisyal na ulat mula sa Police Regional Office d, dakong alas-d:ag ng umaga nang makatanggap ng tinatawagan ang pulisya hinggil sa naganap na pamamaril sa bahay ng gobernador.","['7', '9', '36']","{'7': ['b', 'c', 'd', 'e', 'f'], '9': ['b', 'c', 'd', 'e', 'f'], '36': ['ab', 'ad', 'ag', 'ah', 'ak']}"
